주소,위도,경도
인천시 부평구 수변로 22,37.4883181353962,126.740251327956
인천시 부평구 광장로 16,37.4895676659869,126.72335064425
인천시 부평구 마장로 55번길 14,37.4832252226726,126.70727338322
인천시 부평구 동암광장로 10,37.4710056673671,126.702935214739
인천시 남동구 석정로 522-14,37.4646879052409,126.693451172704
인천시 남구 주안로 95-19,37.4649825668815,126.680603833441
인천시 남구 숙골로 24번길 9,37.4661106428252,126.668375888234
인천시 남구 경인로 129,37.466803102521,126.656869633392
인천시 동구 참외전로 245,37.468791983109,126.642404388038
인천시 중구 참외전로 119,37.4759574845683,126.631750522383
인천시 중구 제물량로 269,37.4765938446837,126.617089760956
인천광역시 부평구 길주로 지하 713 (삼산동),37.5065825037123,126.741906601707
인천광역시 부평구 길주로 지하 623 (삼산동),37.5079080178341,126.732055331217
인천광역시 부평구 길주로 지하 527 (갈산동),37.5076064691635,126.720857171937
인천광역시 부평구 길주로 지하 379 (산곡동),37.5086150723109,126.703343492272
인천광역시 서구 길주로 지하 120 (석남동),37.5062910033259,126.67459056506
인천시 남동구 소래역로 51,37.4009287634109,126.733519454146
인천시 남동구 청능대로 567,37.4006702911636,126.722563735787
인천시 남동구 호구포로 205,37.4016559405807,126.708639070703
인천광역시 남동구 고잔동 970-14,37.4071199316831,126.694692825365
인천시 연수구 벚꽃로 195,37.4132732458363,126.686329807992
인천시 연수구 벚꽃로 115,37.4178036012082,126.678963980409
인천시 연수구 비류대로 175(옥련동),37.429936352757,126.654627246887
인천시 남구 용현동 294-3,37.448211740425,126.649971611338
인천시 남구 인주대로 지하6,37.4603808978026,126.63875878501
인천시 중구 사동 26-19,37.4683932257932,126.625173241416
인천광역시 계양구 다남로 24,37.5716093704302,126.736023400683
인천광역시 서구 검바위로 26,37.569030447138,126.673541984078
인천광역시 서구 에코로 163,,
인천광역시 중구 백운로414번길 75,37.51210021776,126.524248890138
인천광역시 중구 흰바위로59번길 26,37.4928503236659,126.493665547285
인천광역시 중구 공항동로135번길 86,37.4590307212448,126.477437882407
인천광역시 중구 공항로 271,37.4476109663729,126.452346738588
인천광역시 중구 공항로 272,37.458350712273,126.427699293474
인천광역시 계양구 장제로 1136,37.5664130150675,126.742648844783
인천광역시 계양구 장제로 992,37.5541425077637,126.745539109643
인천광역시 계양구 장제로 875,37.545061848005,126.738623134693
인천광역시 계양구 경명대로 1089,37.5432900176718,126.728080590524
인천광역시 계양구 계양대로 162,37.538243958289,126.722914971791
인천광역시 계양구 게양대로 73,,
인천광역시 부평구 부평대로 286,37.5170000128718,126.721838636179
인천광역시 부평구 부평대로 189,37.508225459146,126.720514883354
인천광역시 부평구 부평대로 69,37.4984158625278,126.722264374618
인천광역시 부평구 광장로 15,37.4904472744166,126.723486369222
인천광역시 부평구 경인로 877,37.4851943071576,126.717952447459
인천광역시 부평구 경인로 765,37.4779253401416,126.710019949872
인천광역시 남동구 경인로 674,37.4698162202533,126.708532308798
인천광역시 남동구 예술로 264,37.4574194008354,126.702342121444
인천광역시 남동구 예술로 172,37.449445911109,126.701163347511
인천광역시 미추홀구 예술로 85,37.4419049500121,126.699690868667
인천광역시 연수구 예술로 2,37.4347501506404,126.698365486864
인천광역시 연수구 경원대로 480,37.4271249406263,126.698957024825
인천광역시 연수구 경원대로 368,37.4179545547451,126.693854473218
인천광역시 연수구 경원대로 285,37.4121078839743,126.68762757215
인천광역시 연수구 경원대로 180,37.4049075930219,126.680747085456
인천광역시 연수구 경원대로 80,37.3982309113687,126.673697480966
인천광역시 연수구 송도국제대로 66,37.3883566734466,126.662186746942
인천광역시 연수구 송도국제대로 150,37.3823969521136,126.656518754327
인천광역시 연수구 인천타워대로 57,37.3781203711755,126.645382938849
인천광역시 연수구 인천타워대로 155,37.3860462639967,126.639388868455
인천광역시 연수구 인천타워대로 240,37.393009904015,126.634731106586
인천광역시 연수구 인천타워대로 334,37.4003040965747,126.630154315167
인천광역시 연수구 송도동 340,37.4073661874121,126.625722248644
인천광역시 서구 검단로 187 (오류동),37.5949667216833,126.627967052742
인천광역시 서구 검단로 323 (왕길동),37.5952638428651,126.642655635516
인천광역시 서구 검단로 473 (왕길동),37.6016749830195,126.656458486687
인천광역시 서구 완정로 68 (마전동),37.597725203253,126.667136991301
인천광역시 서구 원당대로 650 (당하동),37.5929192282534,126.673029692589
인천광역시 서구 서곶로 760 (백석동),37.5849694794367,126.675983102846
인천광역시 서구 검바위로 4 (검암동),37.5687914198721,126.675472176848
인천광역시 서구 서곶로 492 (검암동),37.5612279500069,126.677544292945
인천광역시 서구 서곶로 382 (연희동),37.5513370579353,126.677096559118
인천광역시 서구 서곶로 294 (심곡동),37.5439541574542,126.676845402988
인천광역시 서구 봉오대로 234 (가정동),37.5247080926327,126.675285050218
인천광역시 서구 가남로 400 (가정동),37.5175778857213,126.676839956398
인천광역시 서구 가석로 257 (석남동),37.5070671007297,126.6762537219
인천광역시 서구 가석로 169 (석남동),37.5002517272341,126.675853748671
인천광역시 서구 가석로 67 (가좌동),37.4900776266311,126.675272757558
인천광역시 서구 열우물로 252 (가좌동),37.4841262397417,126.683849979619
인천광역시 서구 방축로 343 (가좌동),37.4740870466326,126.681231524183
인천광역시 미추홀구 주안로 지하 91-1 (주안동),37.4647258496205,126.679863861459
인천광역시 미추홀구 경인로 371 (주안동),37.4583980288288,126.681082250344
인천광역시 미추홀구 구월로 19 (주안동),37.457821717656,126.69246050161
인천광역시 남동구 구월로 지하 99 (간석동),37.456880855068,126.701301607114
인천광역시 남동구 구월로 지하 181 (구월동),37.4567800292332,126.710496633123
인천광역시 남동구 구월로 지하 255 (구월동),37.4558796820132,126.719514236013
인천광역시 남동구 구월로 지하 367 (만수동),37.4549623765074,126.731903680547
인천광역시 남동구 인주대로 지하 889 (만수동),37.4481719165185,126.736636415052
인천광역시 남동구 수인로 3677 (장수동),37.4485356440421,126.752687902408
인천광역시 남동구 매소홀로 1229 (운연동),37.4396370540864,126.759804339843
인천시 중구 공항로 271,37.4476109663729,126.452346738588
인천시 중구 용유로 44,37.4321580009205,126.435243768844
